151,Shiv Sena-BJP seat sharing tougher than India-Pak partition: Raut,"Shiv Sena leader Sanjay Raut on Tuesday said the task of distributing seats between his party and BJP in the upcoming Maharashtra elections is a very tough task. ""Maharashtra is so huge. This division of 288 seats is more difficult than the India-Pakistan partition,"" he said. The decision on seat-sharing will be conveyed to the media, Raut added.",India.com,"Mumbai: Amidst growing suspense over the seat-sharing deal between the Bharatiya Janata Party (BJP) and Shiv Sena for upcoming Maharashtra elections, Shiv Sena leader Shiv Raut Tuesday said that the task of distributing seats between both the parties is tougher than India-Pakistan partition.However, he asserted that once the decision is taken on the seat-sharing arrangement, it will be conveyed to the media.Advertisement
                
                    Powered by PlayStream
                
            “Maharashtra is so huge. This division of 288 seats is more difficult than the partition of India and Pakistan,” Shiv Sena leader Sanjay Raut said.Sanjay Raut added, “If we were in the opposition instead of being in government, then the picture would have been different. Whatever decision will be taken on seat-sharing will be immediately conveyed to the media.”Maharashtra BJP Chief Chandrakant Patil confirmed that discussion on the alliance is at the last stage. “Those who are thinking that alliance will not happen are going to be disappointed,” he added.“I am confident that we will get 220 seats in the upcoming assembly elections,” Patil stated.This comes amid reports of a rift between the BJP and Shiv Sena over the pre-poll alliance.Meanwhile, Bharatiya Janata Party leader and Maharashtra Chief Minister Devendra Fadnavis had earlier exuded confidence on him winning the polls, and retaining his post as the CM. “I am saying with no uncertainty that we will contest the Assembly polls along with Shiv Sena. The seat-sharing talks are still on, do not trust the reports,” Fadnavis had said while speaking at the India Today Conclave.It must be noted that no formal announcement on the seat-sharing has been made so far, even though, both parties said that the deal will be made known soon.The alliance was initially set to be announced publicly on or before BJP chief Amit Shah’s Mumbai visit on September 22.The coalition is likely to use the same strategy as used during by NDA alliance during Lok Sabha polls, and is banking on Prime Minister Narendra Modi to draw all votes towards the party with the additional support of the perceived clean image of CM Fadnavis.Maharashtra will go for a single-phase election on October 21. Counting of votes will take place on October 24.",https://www.india.com/news/india/maharashtra-elections-shiv-sena-bjp-seat-sharing-tougher-than-india-pakistan-partition-says-sanjay-raut-3782115/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
152,Metaform Ventures invests $2 mn in India for tobacco research,Silicon Valley-based investment fund Metaform Ventures is investing $2 million in its India Center of Excellence for research on tobacco cessation related to smokeless tobacco products like 'gutka'. It aims to provide empirical data and evidence to encourage new harm reduction tools and cessation techniques to reduce tobacco usage in India. The fund is led by angel investor Nilesh Jain.,Inc42,,https://inc42.com/buzz/metaform-ventures-invests-2-mn-towards-tobacco-research-in-india/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
157,Trade talks with China to resume in two weeks: US official,US Treasury Secretary Steven Mnuchin on Monday said the country will resume trade talks with China in two weeks in Washington. Mnuchin and US Trade Representative Robert Lighthizer would meet with China's Vice Premier Liu He for the talks. He added the two countries had made some progress in easing their trade tensions in the deputy-level meetings held last week.,Reuters,"WASHINGTON (Reuters) - U.S. Treasury Secretary Steven Mnuchin said on Monday that he and U.S. Trade Representative Robert Lighthizer would meet with Chinese Vice Premier Liu He for trade talks in two weeks. “It’s actually, I think, it’s not next week, but the following week we’ll be having those talks,” Mnuchin said in an interview with Fox Business Network, adding that the two country’s negotiators had made some progress in easing their trade tensions in last week’s deputy-level meetings. Earlier on Monday Mnuchin had told reporters at the United Nations General Assembly that the trade talks would resume next week. Reporting by Makini Brice and Eric Beech; Editing by Kim COghill",https://in.reuters.com/article/usa-trade-china-mnuchin/u-s-china-trade-talks-will-resume-in-two-weeks-mnuchin-idINKBN1W82U9?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
159,16-yr-old climate activist stares at Trump at UN; video goes viral,"A video showing 16-year-old climate activist Greta Thunberg staring at US President Donald Trump at the UN has gone viral. Trump has in the past called climate change a ""hoax"". He had pulled the US out of the Paris climate deal in June 2017. Thunberg had condemned world leaders during her speech at the UN Climate Action Summit 2019.",The Guardian,"Greta Thunberg briefly crossed paths with Donald Trump at the United Nations in New York on Monday. Thunberg, the Swedish climate activist, fixed Trump with a steady stare as he arrived at the UN to attend a meeting on religious freedom. The US president decided to snub a major UN climate summit, held on the same day",https://www.theguardian.com/environment/video/2019/sep/23/greta-thunberg-sees-trump-as-he-arrives-for-un-climate-action-summit-video?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
160,Google doesn't need to apply 'right to be forgotten' worldwide: EU court,Google on Tuesday won a landmark case where Europe's top court ruled Google doesn't have to apply the 'right to be forgotten' globally. The 'right to be forgotten' refers to the removal of search result listings to pages containing damaging or false information about a person. Google will now only need to remove such links from search results in Europe.,The Guardian,Europe’s top court says firm does not have to take sensitive information off global search,https://www.theguardian.com/technology/2019/sep/24/victory-for-google-in-landmark-right-to-be-forgotten-case?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
165,Snap helping US anti-trust agency probe Facebook: Report,"Several Facebook competitors including Snapchat's parent firm Snap are reportedly helping US anti-trust agency FTC to probe Facebook's business practices. Snap has reportedly created a dossier under ""Project Voldemort"", allegedly containing Facebook secrets. The files in 'Project Voldemort' chronicled Facebook's moves that threatened to undermine Snap's business, The Wall Street Journal reported.",Times Now,"San Francisco: Some Facebook competitors like Snap are reportedly helping the US FTC as it launches an anti-trust investigation into the social networking giant's business practices. According to a Wall Street Journal report on Monday, Snap which is the parent company of Snapchat, has created a dossier under ""Project Voldemort"" that apparently contains Facebook secrets.""The files in 'Project Voldemort' chronicled Facebook's moves that threatened to undermine Snap's business, including discouraging popular account holders, or influencers, from referencing Snap on their Instagram accounts,"" the report claimed. Snap and Facebook share a bitter history, with the latter copying several of Snapchat-first features into its Instagram and other products.From launching ""Camera Effects Platform"" to encourage augmented reality (AR) effects -- a move reported by The New York Times as Facebook's ""brazen heist"" over Snapchat - to adding Snapchat-style ""Stories"" and camera special effects in all its core social apps: Facebook, Messenger, WhatsApp and Instagram, The Mark Zuckerberg-run company has done it all.It is Snapchat which has popularised animated AR selfie masks and facial filters. Facebook has also added Geostickers to Instagram, offering location-specific tags in two cities (New York City and Jakarta) that users can paste over images. Snapchat launched Geofilters back in 2014.Originally launched by Snapchat, the ""Stories"" feature shows photos and videos shared in chronological order that disappear after 24 hours. Facebook introduced something similar in its app Instagram. Today, Messenger, WhatsApp and the main Facebook app have all added ""Stories"" feature (In WhatsApp, it is called 'Status').According to the WSJ, the FTC has made contact with dozens of tech executives and app developers. In a historic judgment, the US FTC in July slapped a massive $5 billion fine on Facebook over users' privacy violations in the Cambridge Analytica scandal, along with the US Securities and Exchange Commission (SEC) directing the social networking platform to pay $100 million penalty for making misleading disclosures regarding the risk of misuse of user data.Democrat Senator Ron Wyden from Oregon is even demanding jail term for Facebook CEO Mark Zuckerberg, saying he should face serious consequences for letting his social media platform misuse consumers' personal data.",https://www.timesnownews.com/technology-science/article/snap-helping-us-anti-trust-agency-probe-facebook-report/493980?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
166,"Google launches subscription service with over 350 apps, games","Google has unveiled its subscription service Play Pass that gives Android users access to more than 350 apps and games without ads and in-app purchases. The service will be available to US users this week, Google said. Play Pass has a 10-day free trial and will be priced at $1.99 per month for a year for a limited time.",Livemint,"The service, which will have new apps and games added every month, has a 10 day free-trial period and will be priced at $1.99 per month for a year for a limited time.",https://www.livemint.com/technology/tech-news/google-launches-subscription-service-for-select-apps-and-games-1569266847231.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
167,"Apple confirms will make new Mac Pro in US, not China","Apple has confirmed that it will be manufacturing its new Mac Pro in Texas, US. Apple said it was able to continue making the computer in the US due to a federal tariff exclusion it received for several key parts of the device. Past reports claimed that Apple could move the computer's production to China amid the ongoing trade war.",TechCrunch,"After several months of speculation, Apple  today confirmed that it will be manufacturing the latest version of the Mac Pro in the United States. The move is in keeping with earlier versions of the high-end, pro-focused desktop. In June, The Wall Street Journal reported that Apple would move production of the long-awaited desktop to a plant outside of Shanghai.Apple didn’t deny the report at the time, instead stating, “Like all of our products, the new Mac Pro is designed and engineered in California and includes components from several countries including the United States.”This week, however, the company reported that manufacturing will be returning to Austin, Texas, using manufacturers from a variety of states, including Arizona, Maine, New Mexico, New York, Oregon, Pennsylvania, Texas and Vermont. Suppliers include Intersil and ON Semiconductor.“The Mac Pro is Apple’s most powerful computer ever and we’re proud to be building it in Austin. We thank the administration for their support enabling this opportunity,” Tim Cook said in a press release. “We believe deeply in the power of American innovation. That’s why every Apple product is designed and engineered in the US, and made up of parts from 36 states, supporting 450,000 jobs with US suppliers, and we’re going to continue growing here.”The move is in keeping with Apple’s commitment to invest $350 billion in the States by 2023. The early reports that the company was shifting to Chinese manufacturing was a major sticking point for Trump, who called out Cook and Apple by name in a series of tweets.“Apple will not be given Tariff wavers, or relief, for Mac Pro parts that are made in China,” Trump tweeted in July. “Make them in the USA, no Tariffs!”",https://techcrunch.com/2019/09/23/apples-new-mac-pro-will-be-made-in-the-u-s-after-all/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
168,Huawei threatens to stop India investment if denied 5G approvals,"World's largest telecoms equipment maker Huawei has threatened to stop India investments if it's denied approvals for its 5G equipment. ""I guess [Indian government officials are] taking time to address their concerns. But you can't always think, think and think, but make no decision,"" Huawei India CEO said. Chinese government officials had earlier also threatened reverse sanctions on Indian firms.",Entrackr,"Amidst reports of Indian Telecos testing their 5G equipment, communication hardware manufacturer Huawei seems to be running out of patience with regulatory bodies in India. The company has clearly stated that it won’t be investing more capital in its Indian operations if denied approval for their 5G equipment in India. The Chinese company’s CEO in India, Jay Chen has stated that the company has made several attempts to get a clearance on rolling out 5G infrastructure with government bodies but have not any official response. “You cannot always think, think and think, but make no decision”, said TOI report quoting Chen. Chinese government officials had previously warned about ‘reverse sanctions’ on Indian companies doing business in China if the Indian government blocks Huawei’s 5G rollout in the country. Huawei has been facing several regulatory roadblocks related to issues relating of privacy, and data theft after reports of the company embedding snooping software in the source code of its servers were released. The steering committee overseeing 5G is looking into Chinese participation in the launch of 5G services in India. The committee had given the go-ahead to Indian telecom operators for their respective 5G trail with an exception for Chinese vendors. In a meeting held in June earlier this year committee head, K Vijay Raghavan said that the matter is under deliberation regarding “the pros and cons of working with Chinese vendors”.Talking about further Chinese investments in India, Chen had previously stated that several potential Chinese investors are closely looking into the Huawei’s treatment by the Indian government before giving the go-ahead for Indian operations.  Huawei itself has invested about $3.5 billion in India and operates a manufacturing unit in Chennai for production of 2G, 3G and 4G equipment. While the Chinese company has lauded the government for their recent corporate reforms, including a substantial cut in corporate taxes but is unsure about its expansion plans. The company has claimed that they’re open to expansion into 5G equipment production and export, but that depends if they’re allowed to participate in the domestic operations of 5G network as well. ",https://entrackr.com/2019/09/huawei-investments-india-5g/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
170,Reliance Jio-backed Haptik acquires e-commerce chatbot Buzzo.ai,Mumbai-based AI chatbot startup Haptik has acquired AI recommendation chatbot Buzzo.ai reportedly for about $3-4 million. Mumbai-based Buzzo.ai was founded by Vivek Arya and Anand Ramachandran in 2016 and offers personalised recommendations to users. This comes months after Reliance Jio-backed Haptik acquihired Los Angeles-based conversational AI startup Convrg for an undisclosed amount.,Inc42,,https://inc42.com/buzz/haptik-acquires-ecommerce-recommendation-chatbot-buzzo-ai/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
172,Girl raped on way to school; Principal bars her from attending classes,"A girl in Uttar Pradesh's Azamgarh was allegedly abducted and gangraped by two men while she was on her way to school last week, following which she was barred by her Principal from attending classes. After a probe was ordered in the case, the Principal said he only asked the girl to stay at home for a few days.",The Quint,"A gang rape survivor in Uttar Pradesh’s Azamgarh district has allegedly been barred by the principal of her school from attending classes, reports The Indian Express. The district magistrate has ordered a probe into the school’s decision.The girl was abducted by two men in an SUV on her way to the school on Thursday. An FIR was registered three days later. Police on Monday arrested two men for the sexual assault.Also Read : 7-Year-Old Girl Gang-Raped in Maharashtra; 3 ArrestedMeanwhile, the school principal denied the allegations and claimed he only wanted the girl to stay home for a few days until the matter is resolved.Asked about the probe, SDM Priyanka had earlier said that the principal had also failed to provide an attendance register, reported the Express.“I will visit the school on Tuesday. We have given the principal an ultimatum to produce the register and all relevant documents. The claim that it is just a coaching centre and not a school is part of the investigation,” she said.(With input from The Indian Express and ANI)Also Read : 6-Year-Old Girl Raped In Western UP’s Hapur, Accused On the Run(The Quint will no longer be on WhatsApp, owing to changes in its policies regarding news publishers. You can now get the latest news updates on our Telegram channel. For handpicked stories every day, subscribe to us on Telegram.)",https://www.thequint.com/news/india/up-school-girl-gangraped-allegedly-barred-from-attending-classes
175,Just wait till Modi-Trump talks: MEA after Trump's J&K mediation offer,"After US President Donald Trump again offered to mediate on Kashmir, External Affairs Ministry told the media, ""You're aware of our position (on mediation)...Just hold on for [PM Narendra Modi-Trump talks on Tuesday]."" Trump offered to mediate during his meeting with Pakistan PM Imran Khan and called himself ""an extremely good arbitrator"" on Monday.",The New Indian Express,"After US President Donald Trump offered to mediate in Kashmir issue for the third time, in presence of Pakistan PM Imran Khan on Monday, a senior Indian diplomat refused to comment on the matter and Trump's description of the Prime Minister Modi's statement in Houston as ""very aggressive"".The MEA also urged the media to wait till Tuesday, when Trump and PM Modi meet for bilateral talks in New York.""There is a meeting tomorrow (Tuesday) between Prime Minister Modi and President Trump. So let us wait for the meeting,"" Secretary (West) in the Ministry of External Affairs A Gitesh Sarma told a press briefing in New York on Monday in response to a question on the US president's remarks on Modi's statements and his offer again for mediation.Responding to a similar query on Trump's offer to mediate, Ministry of External Affairs spokesperson Raveesh Kumar referred to Sarma's response that one should wait for Tuesday's bilateral meeting.""The Secretary's response (to wait for the bilateral meeting) is after giving some thought. You know, you are aware about our position, we have mentioned about this in the past. But my request is just hold on. Just hold on for the meeting tomorrow. I think it's not very far,"" Kumar said.In less than two days after the Howdy Modi event in Houston, Trump and Modi will meet again for bilateral talks Tuesday following Trump's address to the UN General Debate.Describing himself as ""an extremely good arbitrator"", Trump again brought back the 'mediation' card on Monday by saying that he can only intervene on the Kashmir issue if India and Pakistan agree on that.Trump made the remarks during his meeting with Pakistani Prime Minister Imran Khan on the sidelines of the UN General Assembly session in New York.""If I can help, I will certainly help,"" Trump said, describing the Kashmir issue as a ""complex"" one which has been going on for a long time.ALSO READ | Joining US war on terror after 9/11 aftermath our biggest blunder: Pakistan PM Imran Khan""If both (Pakistan and India) want, I am ready to do it,"" he said, a day after attending 'Howdy, Modi' rally in Houston, where he shared the stage with Prime Minister Narendra Modi and displayed a close friendship and a common vision on fighting terrorism.""At any point of time, I would be an extremely good arbitrator,"" he said.Trump praised the 'Howdy, Modi' mega rally in presence of Khan and said he has heard a ""very aggressive statement"" by Prime Minister Modi.On Monday, Trump praised the 'Howdy, Modi' mega rally in the presence of the Pakistani premier and said he has heard a ""very aggressive statement"" by Prime Minister Modi at the mega rally.""I heard a very aggressive statement yesterday. I was there. I didn't know I was going to hear that statement. But I was sitting there. And I heard a very aggressive statement yesterday, from India, from the prime minister,"" Trump said.However, at the same time, he said the statement was ""very well received within the room"" ""And I will say it was very well received within the room, the statement itself.""That was a big room, 59,000 people. But it was a very aggressive statement. And I hope that they're going to be able to come together, India and Pakistan, and do something that's really smart and good for both. And I'm sure that. there's always a solution. And I really believe there's a solution to that,"" Trump said, while referring to the gathering of 50,000 people at the NRG Stadium in Houston.At the rally on Sunday, Modi hit out at Pakistan for its support to terrorism and said India's decision to nullify Article 370 has caused trouble to those who cannot handle their country as he called for a ""decisive battle"" against terrorism.Prime Minister Khan, who has declared himself an ambassador of Kashmiris, on Sunday briefed US lawmakers, scholars, human rights activists and the media on the repercussions of India revoking the special status of Jammu and Kashmir on August 5.Trump and Imran last met in July at the White House.During their first one-on-one interaction, the US president had expressed his willingness to mediate between India and Pakistan to resolve the Kashmir issue - an offer India rejected.During Modi's meeting with President Trump on the sidelines of the G7 Summit in France last month, the prime minister categorically rejected any scope for third party mediation between India and Pakistan on Kashmir.""All the issues between India and Pakistan are of bilateral in nature, and we don't want to trouble any third country. We can discuss and resolve these issues bilaterally,"" Modi had said.On his part, Trump had said he and Modi spoke about Kashmir ""at great length"" during the G7 Summit and he feels that both India and Pakistan can resolve it on their own.His comments on Kashmir in the French city of Biarritz was seen as apparent backtracking from his earlier comments, offering mediation.Tensions between India and Pakistan spiked after India abrogated provisions of Article 370 of the Constitution to revoke the special status of Jammu and Kashmir.India's action evoked strong reactions from Pakistan which downgraded diplomatic ties with New Delhi and expelled the Indian Ambassador.Pakistan has been trying to internationalise the Kashmir issue but India has asserted that the abrogation of Article 370 was its ""internal matter"".New Delhi has also asked Islamabad to accept reality and stop its anti-India rhetoric.(From PTI Inputs)",http://www.newindianexpress.com/nation/2019/sep/24/just-wait-till-trump-modi-talks-on-tuesday-mea-on-us-presidents-mediation-offer-on-kashmir-2038347.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
177,Deepika Padukone to attend Paris Fashion Week for Dior,"Actress Deepika Padukone will attend Paris Fashion Week for luxury brand Dior. The fashion week, which started on September 23, will go on until October 1 and it will have designers showcase their latest collection for Spring/Summer 2020. Apart from Dior, brands like Chanel, Givenchy, Lacoste and Chloé will also showcase their Spring/Summer 2020 collection at the Paris Fashion Week.",Times Now,"When it comes to turning ordinary styles into runway-worthy looks, Deepika Padukone is one person whose name crosses our minds. The diva is known for her being a trendsetter and her exuberant attires. After making headlines for her extraordinary purple gown at an award function, she is all geared up to slay the Paris Fashion Week.The Bollywood fashionista will be attending the fashion week for Dior, a luxury fashion brand. The actress has already left for Paris to prepare for the show. Paris Fashion Week is one of its kind platform for designers to showcase their latest collection for spring and summer 2020. The event is scheduled for September 24 and will go on until October 1.   Deepika, who is known for her versatile choice of films, has given several memorable performances in Bollywood. Her upcoming film Chhapaak is proof that the actress can essay a variety of powerful and strong roles. The film is based on the real-life story of an acid attack survivor Laxmi Agarwal. The film is set to hit the theatres on January 10.Deepika will also be seen opposite Ranveer Singh portraying the role of Romi Dev, Kapil Dev's wife, in the upcoming biopic film '83. The film is set to release on April 10.   The actress was last seen in Sanjay Leela Bhansali's Padmaavat co-starring Ranveer Singh, the film released on January 25, 2018. The diva won applauds for her path-breaking performance as Queen Padmavati in the film. For more news and updates, stay connected to Zoomtv.com and follow us on Twitter, Instagram and Facebook at @Zoomtv.",https://www.timesnownews.com/entertainment/news/people/article/deepika-padukone-to-grace-the-runway-of-paris-fashion-week-for-dior/493741?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
179,I think Julian Assange has been psychologically tortured: Pamela,"Actress Pamela Anderson on a show said that she thinks WikiLeaks founder Julian Assange has been psychologically tortured. ""I went to visit him in prison. That's not somewhere you want to leave a dear friend,"" she added. Assange was arrested after he was charged for aiding Chelsea Manning in cracking a password to a classified US government computer in 2010.",Times Now,"Washington: American actor Pamela Anderson believes that WikiLeaks founder Julian Assange has been psychologically tortured in prison.The 52-year-old star appeared on Good Morning Britain on Monday, where she advocated for Assange's asylum, reported Fox News.""He was right seeking asylum because everything he said was going to happen, happened,"" Anderson said.Assange was arrested at the Ecuadorian embassy in London in April after Ecuador withdrew his asylum.He was charged with conspiracy to commit computer intrusion for aiding Chelsea Manning in the cracking of a password to a classified U.S. government computer in 2010, the U.S. Justice Department announced, reported Fox News.Since the arrest of Assange, Anderson has visited him in prison multiple times.""He's just a fantastic guy,"" she said. ""I saw him, he hugged me and picked me up off the ground. He's still this testament of human spirit.""When asked what the visit was like, she replied, ""I went to visit him in prison. That's not somewhere you want to leave a dear friend. I care a great deal about Julian. I think he has been psychologically tortured.""""I just want people to understand that this is a good person who has dedicated himself to telling the truth to the public, which we deserve to know,"" she said. ""Exposing war crimes and the people he's exposed haven't faced any penalty. But he's sitting in prison because there are obviously more stories to keep."" ",https://www.timesnownews.com/entertainment/news/international-news/article/julian-assange-has-been-psychologically-tortured-pamela-anderson/493999?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
181,Day isn't far when PoK will be part of India: Union Minister,"Union Minister of State (Independent Charge) for Development of North Eastern Region Jitendra Singh said that the day isn't far when Pakistan-occupied Kashmir (PoK) will become India's part. Talking about Kashmir, he added, ""Abrogation of Article 370 will benefit the common man of J&K."" He further said that some restrictions are there in J&K to ""avoid disturbance by anti-social elements"".",The New Indian Express,"NEW DELHI: The day is not far when Pakistan-occupied Kashmir (PoK) will be a part of India, Union Minister Jitendra Singh said on Monday.The decision to abrogate Article 370 provisions was taken to restore the position of Jammu and Kashmir as it was when handed over by its last ruler Maharaja Hari Singh, he said.On August 5, the central government ended the special status given to Jammu and Kashmir under the article and bifurcated it into Union Territories of Jammu and Kashmir, and Ladakh, which will come into being on October 31.""The abrogation of Article 370 will benefit the common man of Jammu and Kashmir, ending their exploitation. The day is not far when the PoK will be a part of India,"" he said at an event to mark the birth anniversary of Maharaja Hari Singh here.Singh said the day, the provisions that gave special status to the state were abrogated, was a day of redemption, resurgence and rejuvenation.This day has come due to the long and selfless journey by some people who made untiring efforts in this direction, he said.The minister said the whole nation is celebrating this decisive move by the Modi government.""There has been no curfew, no incidence of violence since the decision has been taken. Some restrictions are there to avoid any disturbance by anti-social elements,"" he said.Singh said the common man of the Kashmir valley is happy with the decision of the government and this has ended their exploitation.He said many rules applicable to other parts of the country will now be applicable to Jammu and Kashmir, specially rules concerning central government employees.Singh said Maharaja Hari Singh was a true patriot and a visionary. History needs to be kind to him and his contribution needs to be seen in the right perspective, he said.Maharaja Hari Singh has been denied the right place in history. Now, the dream of the Maharaja is fulfilled with this bold decision of the government, he said.The last ruler of Jammu and Kashmir will be remembered for his agricultural reforms and making primary education compulsory in 1930, Singh said.The Maharaja won the confidence of the people of the Kashmir Valley, due to his effective handling of the acute food shortage in 1921-22 and he also took many steps to remove gender-biased practices, the minister said.",http://www.newindianexpress.com/nation/2019/sep/23/day-is-not-far-when-pok-will-be-part-of-india-jitendra-singh-2037999.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
186,Pakistan envoy to UN calls Boris Johnson Foreign Minister of UK,"Pakistan's envoy to the United Nations, Maleeha Lodhi mistakenly called UK Prime Minister Boris Johnson 'British Foreign Minister' in a tweet on Monday. ""Prime Minister Imran Khan met British Foreign Minister Johnson this morning,"" Lodhi had written. She later apologised for the gaffe and shared a new post, writing, ""Sorry typo in previous tweet.""",ANI,"New York [USA], Sept 23 (ANI): Pakistan's envoy to the United Nations, Maleeha Lodhi still believes that Boris Johnson is the Foreign Minister of UK even as he's ascended the career leader to lead Britain as its Prime Minister.Embarrassing her country, yet again, Lodhi tweeted, ""Prime Minister Imran Khan met British Foreign Minister Boris Johnson this morning,"" attaching a picture of the Pakistani leader sitting with the British PM on Monday.She's known to cause embarrassments for Pakistan at the United Nations, previously trying to pass off a picture of a 17-year-old Palestinian girl with pellet injuries on her face as 'evidence' of atrocities on Kashmiris in India. Lodhi had made the goof-up in her right to reply to External Affairs Minister Sushma Swaraj's speech at the UN in 2017.Her goof-up was strongly rebuked by India who lambasted the neighbour for using a fake picture to establish a false narrative.The Palestinian girl's picture was taken by award-winning photographer Heidi Levine, who also criticised the Pakistani diplomat's erroneous ways as being ""unfair for the dignity of Rawya (the injured Palestinean girl) who is still struggling to overcome her injuries,"" while speaking to ANI.Recognising her mistake, Lodhi on Monday deleted her inaccurate tweet and apologised for her gaffe. (ANI)",https://www.aninews.in/news/world/us/boris-johnson-the-foreign-minister-of-uk-well-thats-what-the-pak-envoy-to-un-thinks20190923210158/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
187,Facebook to buy neurotech startup to build brain-controlled device,"Facebook has announced its plans to buy New York-based startup CTRL-labs that specialises in allowing humans to control computers using their brains. The deal is reportedly worth $500 million-$1 billion. Facebook said the neurotechnology startup will help it develop its planned wristbands which will pick up signals, sent by neurons, from the hand muscles to execute a task intuitively.",Reuters,"(Reuters) - Facebook Inc (FB.O) said on Monday it bought New York-based CTRL-labs, a start-up that is exploring ways for people to communicate with computers using brain signals, in a deal that CNBC said was valued at $1 billion. Facebook Vice President of AR/VR Andrew Bosworth announced the deal in a Facebook post.  CTRL-labs will join Facebook Reality Labs team, Bosworth said, without giving any financial details. Facebook said it intends to use the neural interface technology of CTRL-labs in developing a wristband that connects to other devices intuitively.  “The vision for this work is a wristband that lets people control their devices as a natural extension of movement,” Bosworth said.  “We hope to build this kind of technology, at scale, and get it into consumer products faster,” he added. Media reports said CTRL-labs is working with brain science and machine learning to create interfaces for people to control and manipulate computers by thinking. Its development-stage wrist-worn device uses sensors to track gestures and would act as an input device. The deal is valued at about $1 billion, CNBC reported, citing a source familiar with the matter. cnb.cx/2mbg1bk Facebook was not immediately available for comment on the deal value. Reporting by Sathvik N in Bengaluru; Editing by Cynthia Osterman",https://www.reuters.com/article/us-ctrl-labs-m-a-facebook/facebook-to-buy-brain-science-start-up-ctrl-labs-idUSKBN1W9007?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
188,"Google to restart Assistant voice clip review, now with consent","Google has said that it will restart the human review of voice recordings accessed through its AI-based Assistant. However, the technology giant added that it will do so only after asking for consent from users. This comes months after a Google contractor leaked private conversations' clips, following which Google admitted it accessed 0.2% of all recordings for transcription.",Engadget,"Google has announced that it will do more to protect user privacy for its Google Assistant and confirmed that it doesn't save voice recordings by default. The news comes after revelations that a Google contractor was leaking private user audio recordings meant to improve its translation service. ""It's clear that we fell short of our high standards in making it easy for you to understand how your data is used, and we apologize,"" wrote the company wrote in a blog post.Google isn't alone in misusing voice data, as both Amazon and Apple recently confirmed that they were saving Alexa and Siri conversations in an attempt to improve their AI algorithms. Apple suspended the program last month and then promised to resume it using computer-generated transcripts, but only if users opt in. Amazon, meanwhile, said that it will still do select voice recording by default, but allow users to opt out.Google paused its human audio review in July, but said it will resume with new safeguards in place. ""By default, we don't retain your audio recordings,"" it wrote. ""This has been the case, and will remain unchanged.""We're updating our policy to vastly reduce the amount of audio data we store. For those of you who have opted in to VAA, we will soon automatically delete the vast majority of audio data associated with your account that's older than a few months. This new policy will be coming to VAA later this year.What's changing is that if you have opted in, Google will prompt you to review your settings choice under the ""Voice & Audio Activity"" parameter. The company has also tried to improve filters that are supposed to erase voice recordings made in error when the user hasn't said ""OK Google"" or other wake words. It will also soon launch a new feature that allows you to select how sensitive the Assistant is to your wake word to avoid accidental activation.By the end of the year, Google will ""vastly reduce"" how much audio data it stores, the company said. If you opt in to allow it to save your voice data, it will delete the majority of it after a few months. ""One of the principles we strive toward is minimizing the amount of data we store, and we're applying this to the Google Assistant as well,"" according to the post.You'll still have to be careful across all your assistants that your voice data is being used how you want. At least now, more people are becoming aware, and if you want, you should be able to turn off -- or at least limit -- one of the microphones that listens intently to your every word.",https://www.engadget.com/2019/09/23/google-assistant-voice-recording-transcription/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
